Last updated: Mon Dec 08 2025 14:05:08 GMT-0600 (Central Standard Time),,,,,,,,
ec5_uuid,created_at,uploaded_at,title,date,plot,species_common,observer,comments
ba170d3d-a3ed-4da5-b846-98f547bd7ce0,2025-11-07T23:21:23.000Z,2025-11-07T23:21:55.000Z,ba170d3d-a3ed-4da5-b846-98f547bd7ce0,07/11/2025,"""Native"" garden",Celosia,Owen,
497a0169-d069-4889-9f01-74188f238b05,2025-11-07T23:21:02.000Z,2025-11-07T23:21:53.000Z,497a0169-d069-4889-9f01-74188f238b05,06/11/2025,House garden,Celosia,Owen,
d33ca469-f62e-4477-8401-3f286bd96d6a,2025-11-07T23:20:39.000Z,2025-11-07T23:21:50.000Z,d33ca469-f62e-4477-8401-3f286bd96d6a,06/11/2025,"""Native"" garden",Celosia,Owen,
1b13cb2d-063c-48ee-9df9-d1d002b8208b,2025-11-07T23:20:22.000Z,2025-11-07T23:21:47.000Z,1b13cb2d-063c-48ee-9df9-d1d002b8208b,05/11/2025,House garden,Celosia,Owen,
81208dde-c81d-4c08-9d1c-6f765d0a3dcd,2025-11-07T23:20:06.000Z,2025-11-07T23:21:45.000Z,81208dde-c81d-4c08-9d1c-6f765d0a3dcd,05/11/2025,"""Native"" garden",Celosia,Owen,
2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,2025-11-07T22:57:38.000Z,2025-11-07T22:58:14.000Z,2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,07/11/2025,House garden,Gerbera,Liz,Celosia not listed in house or native garden
2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,2025-11-07T22:57:38.000Z,2025-11-07T22:58:14.000Z,2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,07/11/2025,House garden,Salvia,Liz,Celosia not listed in house or native garden
2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,2025-11-07T22:57:38.000Z,2025-11-07T22:58:14.000Z,2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,07/11/2025,House garden,Eastern Cat-mint,Liz,Celosia not listed in house or native garden
2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,2025-11-07T22:57:38.000Z,2025-11-07T22:58:14.000Z,2c82e15a-d5ba-4cdc-ba83-cdb1a23ab65c,07/11/2025,House garden,Hollyhock,Liz,Celosia not listed in house or native garden
6600e0f5-47cc-4792-88a0-a277b1081f07,2025-11-07T22:55:30.000Z,2025-11-07T23:23:54.000Z,6600e0f5-47cc-4792-88a0-a277b1081f07,07/11/2025,Other,Chrysanthemum,Liz,
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Zinnia,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Plains Coreopsis,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Pot Marigold,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Firewheel,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Cornflower,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Cosmos,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Bluemink,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Black-eyed Susan,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Sweet Alyssum,Liz,Woohoo
a9cfe024-a511-4fcd-99da-94fbce55f5ac,2025-11-07T22:54:51.000Z,2025-11-07T23:25:49.000Z,a9cfe024-a511-4fcd-99da-94fbce55f5ac,07/11/2025,"""Native"" garden",Sweet William Catchfly,Liz,Woohoo
